标签,邮件
1,无抵押贷款最高20万，企业流贷最高2000万，银承贴现利率优惠，消费贷款方便快捷，电话：13802680669【佛山邮储银行】
1,儿童厌食，盗汗，形体瘦，易感冒，精力旺盛，皆因脾胃失调，肝气积郁所致。调理应从舒肝健脾入手。芪斛楂儿童脾胃健康咨询热线02887766203
1,周立波李咏不和视频遭曝光，女神朱莉为防癌切双侧乳腺。《夏日风情》活动大奖三星GALAXYNoteII、超市券等你拿，赶快行动吧！-新华E刊http://zsjc.bj.monternet.com/xh1
1,>>尊敬的随你行会员，米其林全新Primacy3ST浩悦系列上市，为您带来更加卓越的安全静音享受。>> 即日起至5月31日，在指定零售店购米其林轮胎并续会随你行，立享2年轮胎高速公路救援全额报销等会员服务。详询4008890088【米其林】
1,今生宝贝本周末会员活动火热进行啦！外场会员特卖专场会，孕/童装3折起，部分洗护商品、纸尿裤5折，详询81749229限康王店【今生宝贝】
1,联通5.17网购节23日结束！苹果5、三星NOTE2、千元智能机手机0元购，预存话费5折起，流量、话费赠不停。详情延边风采网、2514489
1,【翼周刊—美食】你见过美食的纵切面吗？看艺术家为你展现食物不为人知的一面！详情请点击>>（本周刊免费，载入首页仅需0.1M流量，如退订请发送TYZF至10001）http://m.bj189.cn/3187?taskId=3380
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhl/vImQg
1,平安直销车险私家车商业险多省15！“先赔付，再修车”开创理赔极速时代，从出险报案到赔款划帐最快17分钟，还免费提供上门代收理赔资料、道路救援、人伤调解等多种贴心服务。全国统一外呼号码02195512，找原坐席请拨95511转4【中国平安】
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgK/10aTze
1,美团：您的3份好乐迪KTV欢唱套餐美团券密码1068 4022 3988、1026 2787 6853、1085 6246 5149，
1,上周五300229拓尔思周一涨停，下午建仓002197证通电子，周二必涨，切勿追高，回复8至13005185856提前建仓【广州中鼎】
1,2013520我们结婚吧！来【零度摄影】定婚纱照送1314电话费，还有更多好礼相送，活动时间5月18-20日，详询：13186913829
1,闪耀京城新品即将开 盘！燕莎东北中 央别墅区核心，地铁旁，120－200平两梯两户低密绿色健康华宅。详询4006117738【万通溪悦府】
1,30天迅速提高成绩，金榜一对一、小升初、艺考文化、中高考冲刺，教师全天免费陪读答疑，提分率100！电话：7051008
1,怎么办，一个小时了，我还找不到你，老公，我好怕，你到底怎么了，手机快开机，老公
1,5月，去武汉北看铺，来访即有机会抽奖中铺子！首付10万买铺，年收租2万，5年回本！免费热线400-027-5886【融园.中国家具第一城】
1,"路痴不可怕，就怕没地图，高德地图，精确定位，快速导航，秒杀一切路痴，找银行、找饭店，so easy,一键在手，走遍全球，下载地址：  http://ah-3g.cn/cp.jsp?id=6404"
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,祝贺保定市少女意外怀孕援助中心在保定世纪协和医院成立八周年，海伦无痛人流深受众多好评，持邮件可免费领650元爱心基金5918111
1,烟大建设银行办事处:取完卡和网盾的同学在月底之前去银行激活 切记【此邮件通过手机飞信发送】
1,"国服信奥迪“清凉一夏”促销季，A4L最高降5.6万，A6L最高降8万，A8L最高降21万。石景山店68867373,苏州桥店62567373"
1,南滨路核心地段，临江一、二楼旺铺80-420㎡，买一层送一层；一线江景豪宅-大平层114-338㎡；询15922555985【祝万事如意】
1,丽江酒吧摆千万“艳遇佛”引游客疯狂膜拜，网友争议炸开锅http://180.3gbc.cn/?a=139341
1,保证金在股票账户里只有活期利息，开通“天添利”功能，保证金可获2至4倍活期利息，次日资金可正常交易股票，周六周日亦计高息。开通方式：登陆交易-基金理财-开通98中登-签署资产管理合同-保证金产品设置-开通。详询您的服务人员或营业部咨询电话55971597－招商沪翔殷【招商证券】
1,今天带学员建【300223北京君正】明天早盘拉高抛出，为了公司和客户共同盈利，明天午盘继续建仓金股.合作热线4006479778【鑫光投资】
1,中国人保2013年客户节开始啦！人保财险推出“多快好省”四项理赔升级服务；“倾听心声 绿动中国”活动邀您免费畅游西沙群岛；“人保在行动”邀您一起参与助学公益系列活动；4001234567电话车险和epicc网上人保更有多项活动等您参加。详情请您拨打95518或登录www.piccnet.com.cn。【深圳人保】
1,PPS: 823879 (00:18:20)PPS網上購物2013********2138金額$111.24查詢23119876
1,今日尾盘带学员共同成功注入，300223北京君正，明午将做高抛出，敬请关注，请勿追买，合作专线：0752—8475366【佰益机构】
1,一期荣耀入住！二期奢装样板间、园林体验区5月盛装绽放，200-475平科技大宅直减50万。4006092177【中铁诺德国际花园】
1,金时代国际健身会所强势入驻藤县，二期会员火热抢购中，限前50名送800元大礼包。电话：2520111地址：安泰购物城一楼。[金时代健身会所]
1,钱瑛提示：我行正在热销43，220天理财10万起，4.25-4.65%柜台网银均可购买，详询13901200686交通银行【交通银行】
1,恒大微基金，千万大让利！地铁口3年醇熟大盘【恒大城5期】80-158平精装湖山豪宅收官钜献，加微信号CS_HDC购房立减1万88648888
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,我办公室在济南市经十东路与奥体中路路口西北角鲁商国奥城（省高级人民法院东临）六号楼十八层大正泰和律师事务所1813房间，办公电话；86569148
1,北京体验级小镇代表座，45万平别墅区Golf墅景洋房，排号1万抵5万，170使用率送露台庭院车库大产权不限购4006117606
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/WPc45
1,英语数学弱科、偏科精准提分！南外、金陵等名师精辅语数英重难点，课上课下讲练结合，高效学习管理，月提60分！询68891003
1,[PUSH]-人贩子嫌孩子太聪明将其溺亡[3G]-中国移动冲浪助手:
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,投资餐饮铺？仅1.8元/方起！买1间享用4层！饮在广州，店在番禺，长隆商圈【上品公馆】大型超市意向入驻，即买即收租！66619991【敏捷】
1,超级贴士：后背要保暖，谨防寒气脚下凉，烟酒御寒反有害，衣食住行保健康。本业务2元/次，客服电话95105526
1,在线听歌、神曲下载、订购彩铃，还有什么爱音乐客户端不能满足？最好声音尽在爱音乐！http://189.3gbc.cn/d?a=az51901
1,2000元抢占建业华宅！5月22日【建业十八城】二期88-176平建业会员招募启动，入会即享钜惠另享日增值200元2678888【信息服务】
1,尊敬的贵宾，全新护养品牌#东方季道#上市后，获得业界专家、媒体、消费者无数好评。其独创肌质寒平热之性，创新呈现肌肤调养系列。夏三月，循四季调养之序，特推出切合面部的护理臻品。28天朔望之间，缔造灵透无暇如玉美肌，期待您的莅临 ji.tmall.com【东方季道旗舰店】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,《圣斗士星矢》黄金公测明日12点闪耀开启！来即领取豪华礼包！上线即得百元星券，更有好礼送！seiya.wanmei.com【完美世界】
1,想知道他人的通 话和短\信吗?只要提\供他的号码就可听到他通 话和邮件.询:15928805812何总
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/lc5sc
1,"手机就是投注站!动动手指头,大奖就到手!广东移动体彩手机投注邀您免费体验手机购彩,马上回复1,机选1注大乐透,2元彩票冲击1000万巨奖,买房买车不是梦!成功购彩下下月可获5元话费.彩票2元/注,月功能费3元,当月不购彩不收取.客服热线125991"
1,晟汇：今天建仓300223北京君正，明天早盘开市冲高出仓，请重点关注勿追。明天下午建仓专线：4006689812金 老 师【晟汇投 资】
1, 公司让员工跪地围爬行引热议[凤凰]-中国移动冲浪助手:http://go.10086.cn/nd/lMG/Swpuk
1,《全面绩效考核、薪酬体系设计与劳动用工风险控制实战班》5月23日在清华授课，助力企业打造精英团队！电话:010-82865969【开课通知】
1,各种经典应用都下载更新了吗？下载更新应用，天翼空间新版客户端就能让你的“小机快跑”！参与活动还可获丰厚礼品！ http://www.189store.com/estore_m.apk
1,尊敬的客户，您已购买5.00元MM业务。商品名称：欢乐二人麻将-5万金币；提供商：杭州创研科技；消费时间：2013年05月21日15时45分。您可登陆 http://mm.10086.cn 或拨打10086查询购买记录。中国移动
1,"8千平商业中心，43万平成熟住区、高新科技园、电力学院百万高度消费群,2年20稳定收益,仅14位股东席位，限量招募60606666"
1,"【苏宁易购】最强8点档,0元天天享!5月13日至16日20:00-22:00,0元购让您天天享不停!详情点击 www.suning.com"
1,每日递减2套，5月最后机会【新城公馆】收官最后12席精装大宅，206平四房朝南，国际奢装，周末最后一口价69898888
1,高起本，专起本，北京班，多个专业，不误工作，包通过，国家承认本科学历学位，限额补录中，联系15010443690闫老师
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,立马电动车联合湖北电视台24-26日在中商广场举行阿星团购砍价会，价格低至998元，旧电动车电器以旧换新最高折价1200元询83267173
1,高二偏科、不爱学习、语数外学习无方法、史地政、理化生成绩差，名师全面补充弱项，速提60分，冲刺期末。询80967977【学成】
1,您是电信老用户，特赠您一首免费彩铃：天亮了（韩红），请拨1183118按3键领取（免费限今日）
1,"敦煌公务卡尊享兰州联通""分期零费率，加赠话费或流量""购机优惠，三星S4等多款机型套餐任您选，办理请询18693136077【兰州银行】"
1,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g
1,有各行业（税--票)代办，需要请联系张生，13535006088，Q_66828692
1,钻石优惠券限时送，最后两天，点击即领。http://jiayuan.cn/kXBoMg .【世纪佳缘】
1, 纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgV/Lj1RL
1,开发区核心地段实景现房【逸泉湾】92折清盘特惠，最后10席，苏果超市旁臻品压轴房源，买即入住。详询5177888【zq】
1,【网鱼社区★猜拳】社区用户（802）向您发起挑战，请出招吧！石头回复ST，剪刀回复JD，布回复BZ。胜者获5次网鱼机会哦！信息费0.1元/条
